class,id,date,query,name,tweet,tweet_fr
0,1467818603,Mon Apr 06 22:21:49 PDT 2009,NO_QUERY,kennypham,"Sad, sad, sad. I don't know why but I hate this feeling  I wanna sleep and I still can't!","Je ne sais pas pourquoi, mais je déteste ce sentiment que je veux dormir et je ne peux toujours pas !"
0,1467818900,Mon Apr 06 22:21:53 PDT 2009,NO_QUERY,DdubsShellBell,@JonathanRKnight Awww I soo wish I was there to see you finally comfortable! Im sad that I missed it ,@JonathanRKnight Awww J'aimerais être là pour vous voir enfin à l'aise! Je suis triste de l'avoir manqué
0,1467819022,Mon Apr 06 22:21:56 PDT 2009,NO_QUERY,hpfangirl94,Falling asleep. Just heard about that Tracy girl's body being found. How sad  My heart breaks for that family.,Je viens d'apprendre que le corps de cette fille de Tracy a été retrouvé.
0,1467819650,Mon Apr 06 22:22:05 PDT 2009,NO_QUERY,antzpantz,@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,@Vienneh Yay! Je suis heureux pour vous avec votre travail! Mais cela signifie aussi moins de temps pour moi et vous...
0,1467819712,Mon Apr 06 22:22:06 PDT 2009,NO_QUERY,labrt2004,"Just checked my user timeline on my blackberry, it looks like the twanking is still happening  Are ppl still having probs w/ BGs and UIDs?","J'ai juste vérifié ma timeline utilisateur sur mon blackberry, il semble que le twanking est toujours en cours Ppl ont toujours des problèmes avec BGs et UIDs?"
0,1467819812,Mon Apr 06 22:22:07 PDT 2009,NO_QUERY,IrisJumbe,Oh man...was ironing @jeancjumbe's fave top to wear to a meeting. Burnt it ,Oh mec... était en train de repasser le top fave de @jeancjumbe à porter à une réunion.
0,1467820206,Mon Apr 06 22:22:13 PDT 2009,NO_QUERY,peacoats,is strangely sad about LiLo and SamRo breaking up. ,C'est étrangement triste que Lilo et SamRo se séparent.
0,1467820835,Mon Apr 06 22:22:25 PDT 2009,NO_QUERY,cyantist,@tea oh! i'm so sorry  i didn't think about that before retweeting.,@tea oh! Je suis désolé de ne pas avoir pensé à ça avant de retweeter.
0,1467820863,Mon Apr 06 22:22:23 PDT 2009,NO_QUERY,tautao,Broadband plan 'a massive broken promise' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao Still waiting for broadband we are ,Plan à large bande 'une promesse massive brisée' http://tinyurl.com/dcuc33 via www.diigo.com/~tautao En attente du haut débit nous sommes
0,1467820906,Mon Apr 06 22:22:24 PDT 2009,NO_QUERY,voyage2k,"@localtweeps Wow, tons of replies from you, may have to unfollow so I can see my friends' tweets, you're scrolling the feed a lot. ","@localtweeps Wow, des tonnes de réponses de vous, peut-être doivent-ils ne pas suivre pour que je puisse voir les tweets de mes amis, vous faites défiler le flux beaucoup."
0,1467821085,Mon Apr 06 22:22:26 PDT 2009,NO_QUERY,crzy_cdn_bulas,our duck and chicken are taking wayyy too long to hatch ,notre canard et notre poulet prennent trop de temps pour éclore
0,1467821338,Mon Apr 06 22:22:30 PDT 2009,NO_QUERY,justnetgirl,"Put vacation photos online a few yrs ago. PC crashed, and now I forget the name of the site. ","Mettez des photos de vacances en ligne il y a quelques années. PC s'est écrasé, et maintenant j'oublie le nom du site."
0,1467821455,Mon Apr 06 22:22:32 PDT 2009,NO_QUERY,CiaraRenee,I need a hug ,J'ai besoin d'un câlin
0,1467821715,Mon Apr 06 22:22:37 PDT 2009,NO_QUERY,deelau,"@andywana Not sure what they are, only that they are PoS! As much as I want to, I dont think can trade away company assets sorry andy! ","@andywana Pas sûr de ce qu'ils sont, seulement qu'ils sont PoS! Autant que je le veux, je ne pense pas pouvoir échanger les actifs de l'entreprise désolé Andy!"
0,1467822384,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,Lindsey0920,@oanhLove I hate when that happens... ,@oanhLove Je déteste quand ça arrive...
0,1467822389,Mon Apr 06 22:22:47 PDT 2009,NO_QUERY,HybridMink,"I have a sad feeling that Dallas is not going to show up  I gotta say though, you'd think more shows would use music from the game. mmm","J'ai le sentiment triste que Dallas ne va pas se montrer, mais je dois dire, vous penseriez que d'autres spectacles utiliseraient de la musique du jeu."
0,1467822519,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,gzacher,Ugh....92 degrees tomorrow ,Ugh....92 degrés demain
0,1467822522,Mon Apr 06 22:22:49 PDT 2009,NO_QUERY,Jenn_L,Where did u move to?  I thought u were already in sd. ?? Hmmm. Random u found me. Glad to hear yer doing well.,Où est-ce que tu as déménagé ? Je pensais que tu étais déjà au sd. ?? Hmmm. Random u m'a trouvé.
0,1467822687,Mon Apr 06 22:22:52 PDT 2009,NO_QUERY,xVivaLaJuicyx,"@BatManYNG I miss my ps3, it's out of commission  Wutcha playing? Have you copped 'Blood On The Sand'?","@BatManYNG J'ai raté mon ps3, c'est hors de commission Wutcha jouer? Avez-vous coché 'Blood On The Sand'?"
0,1467822918,Mon Apr 06 22:22:55 PDT 2009,NO_QUERY,krbleyle,just leaving the parking lot of work! ,Je quitte juste le parking du travail !
0,1467823437,Mon Apr 06 22:23:03 PDT 2009,NO_QUERY,xpika,The Life is cool. But not for Me. ,"La vie est cool, mais pas pour moi."
0,1467823770,Mon Apr 06 22:23:08 PDT 2009,NO_QUERY,Henkuyinepu,"Sadly though, I've never gotten to experience the post coitus cigarette before, and now I never will. ","Malheureusement, je n'ai jamais eu l'expérience de la cigarette post-coïtus, et maintenant je ne le ferai jamais."
0,1467823851,Mon Apr 06 22:23:09 PDT 2009,NO_QUERY,ericg622,I had such a nice day. Too bad the rain comes in tomorrow at 5am ,J'ai passé une si belle journée. Dommage que la pluie arrive demain à 5h du matin.
0,1467824199,Mon Apr 06 22:23:15 PDT 2009,NO_QUERY,adri_mane,@Starrbby too bad I won't be around I lost my job and can't even pay my phone bill lmao aw shucks ,@Starrbby dommage je ne serai pas là J'ai perdu mon travail et ne peux même pas payer ma facture de téléphone lmao aw shucks
0,1467824664,Mon Apr 06 22:23:23 PDT 2009,NO_QUERY,a_mariepyt,Damm back to school tomorrow ,Damm retourne à l'école demain.
0,1467824967,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,playboybacon,"Mo jobs, no money.  how in the hell is min wage here 4 f'n clams an hour?","Les boulots de Mo, pas d'argent. Comment ça se passe ici 4 f'n palourdes à l'heure ?"
0,1467825003,Mon Apr 06 22:23:28 PDT 2009,NO_QUERY,leslierosales,@katortiz  Not forever... See you soon!,@katortiz Pas pour toujours... A bientôt !
0,1467825084,Mon Apr 06 22:23:30 PDT 2009,NO_QUERY,PresidentSnow,"@Lt_Algonquin agreed, I saw the failwhale allllll day today. ","@Lt_Algonquin a accepté, j'ai vu le fallwhale allllll jour aujourd'hui."
0,1467825411,Mon Apr 06 22:23:35 PDT 2009,NO_QUERY,michrod,@jdarter Oh! Haha... dude I dont really look at em unless someone says HEY I ADDED YOU. Sorry  I'm so terrible at that. I need a pop up!,@jdarter Oh! Haha... mec je ne les regarde pas vraiment à moins que quelqu'un te dise HEY Je t'ai aidée. Désolé je suis si terrible à ça. J'ai besoin d'un pop up!
0,1467825642,Mon Apr 06 22:23:39 PDT 2009,NO_QUERY,timmelko,@ninjen I'm sure you're right...    I need to start working out with you and the Nikster... Or Jared at least!,@ninjen Je suis sûr que vous avez raison... j'ai besoin de commencer à travailler avec vous et le Nikster... ou au moins Jared !
0,1467825863,Mon Apr 06 22:23:43 PDT 2009,NO_QUERY,BrookeAmanda,i really hate how people diss my bands!  Trace is clearly NOT ugly!,Je déteste vraiment comment les gens diss mes groupes! Trace n'est clairement PAS moche!
0,1467825883,Mon Apr 06 22:23:43 PDT 2009,NO_QUERY,deelau,"Gym attire today was: Puma singlet, Adidas shorts.......and black business socks and leather shoes  Lucky did not run into any cute girls.","Le costume de gym aujourd'hui était: Puma singlet, Adidas short...... et chaussettes noires d'affaires et chaussures en cuir Lucky n'a pas rencontré de filles mignonnes."
0,1467826052,Mon Apr 06 22:23:45 PDT 2009,NO_QUERY,paulseverio,Why won't you show my location?!   http://twitpic.com/2y2es,Pourquoi ne pas montrer mon emplacement?! http://twitpic.com/2y2es
0,1467833672,Mon Apr 06 22:25:44 PDT 2009,NO_QUERY,iv3tte,No picnic  my phone smells like citrus.,Pas de pique-nique mon téléphone sent les agrumes.
0,1467833690,Mon Apr 06 22:25:44 PDT 2009,NO_QUERY,fedunska,"@ashleyac My donkey is sensitive about such comments. Nevertheless, he'd (and me'd) be glad to see your mug asap. Charger is still awol. ","@ashleyac Mon âne est sensible à de tels commentaires. Néanmoins, il (et moi) serait heureux de voir votre mug asap. Charger est toujours à l'aise."
0,1467833736,Mon Apr 06 22:25:45 PDT 2009,NO_QUERY,MagicalMason,No new csi tonight.  FML,Pas de nouveau csi ce soir.
0,1467833799,Mon Apr 06 22:25:46 PDT 2009,NO_QUERY,kaelaaa,i think my arms are sore from tennis ,Je pense que mes bras sont endoloris par le tennis
0,1467834001,Mon Apr 06 22:25:49 PDT 2009,NO_QUERY,emo_holic,wonders why someone that u like so much can make you so unhappy in a split seccond . depressed . ,se demande pourquoi quelqu'un qui aime tellement peut vous rendre si malheureux dans un seccond divisé . déprimé .
0,1467834053,Mon Apr 06 22:25:52 PDT 2009,NO_QUERY,thelazyboy,sleep soon... i just hate saying bye and see you tomorrow for the night. ,Dormir bientôt... je déteste dire au revoir et te voir demain pour la nuit.
0,1467834227,Mon Apr 06 22:25:53 PDT 2009,NO_QUERY,driveaway2008,"@statravelAU just got ur newsletter, those fares really are unbelievable, shame I already booked and paid for mine ","@statravelAU vient d'avoir ur newsletter, ces tarifs sont vraiment incroyables, honte j'ai déjà réservé et payé pour le mien"
0,1467834239,Mon Apr 06 22:25:53 PDT 2009,NO_QUERY,mscha,missin' the boo ,J'ai raté le coup.
0,1467834265,Mon Apr 06 22:25:54 PDT 2009,NO_QUERY,mike_webster_au,@markhardy1974 Me too  #itm,@markhardy1974 Moi aussi #itm
0,1467834284,Mon Apr 06 22:25:54 PDT 2009,NO_QUERY,basiabeans,Damn... I don't have any chalk! MY CHALKBOARD IS USELESS ,Je n'ai pas de craie !
0,1467834400,Mon Apr 06 22:25:56 PDT 2009,NO_QUERY,calihonda2001,"had a blast at the Getty Villa, but hates that she's had a sore throat all day. It's just getting worse too ","J'ai eu une explosion à la Villa Getty, mais je déteste qu'elle ait mal à la gorge toute la journée."
0,1467834817,Mon Apr 06 22:26:02 PDT 2009,NO_QUERY,djwayneski,@msdrama hey missed ya at the meeting  sup mama,@msdrama hey manqué tu à la réunion sup maman
0,1467835085,Mon Apr 06 22:26:06 PDT 2009,NO_QUERY,Ceejison,"My tummy hurts.  I wonder if the hypnosis has anything to do with it? If so, it's working, I get it, STOP SMOKING!!!","Mon ventre me fait mal. Je me demande si l'hypnose a quelque chose à voir avec ça ? Si c'est le cas, ça marche, j'ai compris, STOP SMOKING!!!"
0,1467835198,Mon Apr 06 22:26:08 PDT 2009,NO_QUERY,ItsBrigittaYo,why is it always the fat ones?! ,Pourquoi est-ce toujours les gros?!
0,1467835305,Mon Apr 06 22:26:10 PDT 2009,NO_QUERY,MissLaura317,"@januarycrimson Sorry, babe!!  My fam annoys me too. Thankfully, they're asleep right now. Muahaha. *evil laugh*","@januarycrimson Désolé, bébé!! Ma famille m'ennuie aussi. Heureusement, ils dorment en ce moment. Muahaha. *meil rire*"
0,1467835345,Mon Apr 06 22:26:10 PDT 2009,NO_QUERY,RU_it_girl,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ,@Hollywoodheat J'aurais dû faire plus d'attention lorsque nous avons couvert photoshop dans ma classe de conception de page Web en sous-grade
0,1467835577,Mon Apr 06 22:26:14 PDT 2009,NO_QUERY,viviana09,wednesday my b-day! don't know what 2 do!! ,mercredi mon b-day! Je ne sais pas ce que 2 font!!
0,1467835880,Mon Apr 06 22:26:18 PDT 2009,NO_QUERY,disneyfan4eva,Poor cameron (the hills) ,Pauvre Caméron (les collines)
0,1467836024,Mon Apr 06 22:26:21 PDT 2009,NO_QUERY,RoseMaryK,"pray for me please, the ex is threatening to start sh** at my/our babies 1st Birthday party. what a jerk. and I still have a headache ","priez pour moi s'il vous plaît, l'ex menace de commencer sh** à mes / nos bébés 1er anniversaire fête. quel crétin. et j'ai encore un mal de tête"
0,1467836111,Mon Apr 06 22:26:22 PDT 2009,NO_QUERY,perrohunter,"@makeherfamous hmm  , do u really enjoy being with him ? if the problems are too constants u should think things more , find someone ulike","@makeherfamous hmm , u vraiment apprécier d'être avec lui ? si les problèmes sont trop constants u devrait penser les choses plus , trouver quelqu'un d'utile"
0,1467836448,Mon Apr 06 22:26:27 PDT 2009,NO_QUERY,Dogbook,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,Strider est un petit chiot malade http://apps.facebook.com/dogbook/profile/view/5248435
0,1467836500,Mon Apr 06 22:26:28 PDT 2009,NO_QUERY,natalieantipas,"so rylee,grace...wana go steve's party or not?? SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL.....","Alors rylee, grace...wana va steve's party ou pas?? tristement depuis que j'ai eu deux ans, mais..."
0,1467836576,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,timdonnelly,"hey, I actually won one of my bracket pools! Too bad it wasn't the one for money ","Hé, j'ai gagné un de mes pools! Dommage que ce n'était pas celui pour l'argent."
0,1467836583,Mon Apr 06 22:26:29 PDT 2009,NO_QUERY,homeworld,"@stark YOU don't follow me, either  and i work for you!","@stark VOUS ne me suivez pas non plus, et je travaille pour vous!"
0,1467836859,Mon Apr 06 22:26:33 PDT 2009,NO_QUERY,willy_chaz,A bad nite for the favorite teams: Astros and Spartans lose.  The nite out with T.W. was good.,Une mauvaise nite pour les équipes favorites : Astros et Spartans perdent. La nite avec T.W. était bonne.
0,1467836873,Mon Apr 06 22:26:33 PDT 2009,NO_QUERY,LeakySpoon, Body Of Missing Northern Calif. Girl Found: Police have found the remains of a missing Northern California girl .. http://tr.im/imji,Body Of Missing Northern Calif. Fille trouvée: La police a trouvé les restes d'une fille disparue de Californie du Nord .. http://tr.im/imji
0,1467837189,Mon Apr 06 22:26:38 PDT 2009,NO_QUERY,cityrat59,"@mangaaa I hope they will increase the capacity fast, yesterday was such a pain. Got the fail whale +15 times in 2 hours.... ","@mangaaa J'espère qu'ils vont augmenter la capacité rapidement, hier a été une telle douleur. J'ai eu la baleine de l'échec +15 fois en 2 heures..."
0,1467837384,Mon Apr 06 22:26:42 PDT 2009,NO_QUERY,kenandise,Behind on my classes for work ,Derrière mes cours pour le travail
0,1467837470,Mon Apr 06 22:26:43 PDT 2009,NO_QUERY,annette414,watching &quot;House&quot; ,regarder &quot;Maison &quot;
0,1467837579,Mon Apr 06 22:26:45 PDT 2009,NO_QUERY,blackheartbunny,@kpreyes Remember my bum leg? Strikes back this time its serious ,@kpreyes Souviens-toi de ma jambe de cul ?
0,1467837602,Mon Apr 06 22:26:45 PDT 2009,NO_QUERY,GetGary,"@paradisej cool, i will. their are all kinds of complaints about this laptop online about overheating, but no recalls ","@paradisej cool, je vais. leurs sont toutes sortes de plaintes sur ce portable en ligne sur la surchauffe, mais aucun rappel"
0,1467837762,Mon Apr 06 22:26:48 PDT 2009,NO_QUERY,Dogbook,Emily will be glad when Mommy is done training at her new job. She misses her.  http://apps.facebook.com/dogbook/profile/view/6176014,Emily sera heureuse quand maman aura terminé sa formation à son nouveau travail. Elle lui manque. http://apps.facebook.com/dogbook/profile/view/6176014
0,1467837819,Mon Apr 06 22:26:49 PDT 2009,NO_QUERY,SimoniNicole,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again?,préférerait que la première partie envoie de mauvais messages que la 3ème partie envoie des mixte année Sophmore tout à nouveau?
0,1467837888,Mon Apr 06 22:26:52 PDT 2009,NO_QUERY,wireandroses,@Henkuyinepu it's overrated ,@Henkuyinepu c'est surfait
0,1467838188,Mon Apr 06 22:26:54 PDT 2009,NO_QUERY,jess_higley,@marykatherine_q i know! I heard it this afternoon and wondered the same thing. Moscow is so behind the times ,@marykatherine_q je sais! Je l'ai entendu cet après-midi et je me suis demandé la même chose. Moscou est tellement derrière le temps
0,1467838189,Mon Apr 06 22:26:54 PDT 2009,NO_QUERY,missannabanana,laying in bed with no voice.. ,couché dans le lit sans voix..
0,1467838362,Mon Apr 06 22:26:57 PDT 2009,NO_QUERY,Zella17,I'm sooo sad!!! they killed off Kutner on House  whyyyyyyyy,Je suis triste !!! ils ont tué Kutner sur Houseyyyyyyyyyy
0,1467838419,Mon Apr 06 22:27:00 PDT 2009,NO_QUERY,polarna10,@jacobsummers Sorry  tell them mea culpa from me and that I really am sorry.,@jacobsummers Désolé de leur dire mea culpa de moi et que je suis vraiment désolé.
0,1467838433,Mon Apr 06 22:26:58 PDT 2009,NO_QUERY,megan_rice,"@Alliana07 it didn't make any sense to me, the suicide thing. I refuse to believe that that is actually what happened. ","@Alliana07 cela n'avait aucun sens pour moi, la chose suicidaire. Je refuse de croire que c'est en fait ce qui s'est passé."
0,1467838630,Mon Apr 06 22:27:02 PDT 2009,NO_QUERY,ashleyirvin,@salancaster  hope your ok.,@salancaster espère votre bien.
0,1467839007,Mon Apr 06 22:27:08 PDT 2009,NO_QUERY,eyezup,@mercedesashley Damn! The grind is inspirational and saddening at the same time.  Don't want you to stop cuz I like what u do! Much love,@mercedesashley Damn! La mouture est inspirante et triste en même temps. Ne voulez pas que vous arrêtiez cuz J'aime ce que vous faites! Beaucoup d'amour
0,1467839405,Mon Apr 06 22:27:15 PDT 2009,NO_QUERY,Jonas_Dreamgirl,@HibaNick yeah aw but i know i wudnt stand a chance ,"@HibaNick ouais, mais je sais que j'ai une chance."
0,1467839450,Mon Apr 06 22:27:16 PDT 2009,NO_QUERY,BreannaBonana,ugh. cant sleep. its 1:30am. ,Je ne peux pas dormir. C'est à 1h30 du matin.
0,1467839477,Mon Apr 06 22:27:16 PDT 2009,NO_QUERY,becklyn13,Hanging in Crooners. Wanna sing. Can't. Sucks. ,"Je ne peux pas, je ne peux pas, je ne peux pas."
0,1467839586,Mon Apr 06 22:27:18 PDT 2009,NO_QUERY,sonyolmos,@eRRe_sC aaw i miss ya all too.. im leaving to BH tomorrow &quot;morning&quot; i think.. aww i wanna go to the beach w u girls!! ,@eRRe_sC aaw je te manque tout aussi.. im part pour BH demain &quot;morning&quot; je pense.. aww je veux aller à la plage w u girls!!
